moderator,level,outcome,offset,n,source,covered
age_band,45-59,policy_general,-1.2919511474034437,3533,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Policies_Pre_3",True
age_band,45-59,policy_specific_mean,-1.4117572470618107,3526,"voelkel2026 PRE (pre-treatment, all arms n=13,821), PoliciesSp_Pre",True
age_band,45-59,behavior_mean,0.030193420551783423,3529,"voelkel2026 PRE (pre-treatment, all arms n=13,821), IntentNp_Pre",True
age_band,45-59,donation_ams,-0.1588404579318627,282,"goldwert2026 control arm (finishers), donation",True
age_band,45-59,newsletter_signup,-0.024328808248028168,283,"goldwert2026 control arm (finishers), newsletter1",True
age_band,60+,trust_multidimensional,-1.468411697691551,717,"TISP US (WEIGHT_CNTRY), trust_md rescaled, x0.8 gap factor",True
age_band,60+,trust_post,-4.352264841490642,717,"TISP US (WEIGHT_CNTRY), CLIM_TRUST rescaled, x0.8 gap factor",True
age_band,60+,distrust_post,1.468411697691551,717,"mirror of the trust_multidimensional offset, SIGN FLIPPED (reverse-valenced)",True
age_band,60+,funding_perceptions,-1.6925712161305235,2466,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
age_band,60+,policy_role_mean,-7.204371136122229,717,"TISP US (WEIGHT_CNTRY), policy_role rescaled, x0.8 gap factor",True
age_band,60+,inst_trust_mean,-1.468411697691551,717,"TISP US 12-item trust gradient used for institutional trust (adjacent construct), FLAGGED",True
age_band,60+,belief_post,-4.883876774080529,4467,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Belief_Pre",True
age_band,60+,concern_mean,-5.9575010622360205,4463,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Concern_Pre",True
age_band,60+,policy_general,-7.84194988618381,4466,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Policies_Pre_3",True
age_band,60+,policy_specific_mean,-3.5577658655782294,4464,"voelkel2026 PRE (pre-treatment, all arms n=13,821), PoliciesSp_Pre",True
age_band,60+,behavior_mean,-2.297718008033697,4456,"voelkel2026 PRE (pre-treatment, all arms n=13,821), IntentNp_Pre",True
age_band,60+,donation_ams,0.30051690203340004,245,"goldwert2026 control arm (finishers), donation",True
age_band,60+,newsletter_signup,-0.10164906497262614,245,"goldwert2026 control arm (finishers), newsletter1",True
race,White / Caucasian,trust_multidimensional,0.2780011598117309,6875,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=6875]",True
race,White / Caucasian,trust_post,0.2780011598117309,6875,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=6875]",True
race,White / Caucasian,distrust_post,-0.2780011598117309,6875,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor ; SIGN FLIPPED (reverse-valenced) [waves w100+w114, n=6875]",True
race,White / Caucasian,funding_perceptions,-2.344278593803895,4334,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
race,White / Caucasian,policy_role_mean,0.4969750959625334,6886,"GSS consci gap shape as a PROXY for the scientists-policy-role battery (no mounted source has that battery with race), further x0.8, FLAGGED",True
race,White / Caucasian,inst_trust_mean,0.2780011598117309,6875,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=6875]",True
race,White / Caucasian,belief_post,-2.2132045991945906,9825,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Belief_Pre",True
race,White / Caucasian,concern_mean,-4.7031263913552355,9818,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Concern_Pre",True
race,White / Caucasian,policy_general,-4.859318998046649,9824,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Policies_Pre_3",True
race,White / Caucasian,policy_specific_mean,-1.8679759907245694,9815,"voelkel2026 PRE (pre-treatment, all arms n=13,821), PoliciesSp_Pre",True
race,White / Caucasian,behavior_mean,-2.3602198708280127,9810,"voelkel2026 PRE (pre-treatment, all arms n=13,821), IntentNp_Pre",True
race,White / Caucasian,donation_ams,-0.10684508680335415,9395,"voelkel2026 Donation (100-cent allocation) shape, converted pp->$ (/10)",True
race,White / Caucasian,newsletter_signup,-0.005342254340167707,9395,"voelkel2026 Donation (100-cent allocation) shape, as a signup-rate proxy, halved - DECLARED",True
race,Black / African American,trust_multidimensional,-1.7307503903116757,2102,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=2102]",True
race,Black / African American,trust_post,-1.7307503903116757,2102,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=2102]",True
race,Black / African American,distrust_post,1.7307503903116757,2102,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor ; SIGN FLIPPED (reverse-valenced) [waves w100+w114, n=2102]",True
race,Black / African American,funding_perceptions,5.019124793693172,575,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
race,Black / African American,policy_role_mean,-1.9440800474353377,2102,"GSS consci gap shape as a PROXY for the scientists-policy-role battery (no mounted source has that battery with race), further x0.8, FLAGGED",True
race,Black / African American,inst_trust_mean,-1.7307503903116757,2102,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=2102]",True
race,Black / African American,belief_post,2.5792056689658405,1688,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Belief_Pre",True
race,Black / African American,concern_mean,10.161990460300443,1687,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Concern_Pre",True
race,Black / African American,policy_general,11.47787513258248,1687,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Policies_Pre_3",True
race,Black / African American,policy_specific_mean,2.775750128120568,1686,"voelkel2026 PRE (pre-treatment, all arms n=13,821), PoliciesSp_Pre",True
race,Black / African American,behavior_mean,3.7630744788133854,1679,"voelkel2026 PRE (pre-treatment, all arms n=13,821), IntentNp_Pre",True
race,Black / African American,donation_ams,-0.009938509673515224,1602,"voelkel2026 Donation (100-cent allocation) shape, converted pp->$ (/10)",True
race,Black / African American,newsletter_signup,-0.0004969254836757604,1602,"voelkel2026 Donation (100-cent allocation) shape, as a signup-rate proxy, halved - DECLARED",True
race,Hispanic / Latino,trust_multidimensional,-1.3292164576556504,2488,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=2488]",True
race,Hispanic / Latino,trust_post,-1.3292164576556504,2488,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=2488]",True
race,Hispanic / Latino,distrust_post,1.3292164576556504,2488,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor ; SIGN FLIPPED (reverse-valenced) [waves w100+w114, n=2488]",True
race,Hispanic / Latino,funding_perceptions,2.0300778599668408,741,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
race,Hispanic / Latino,policy_role_mean,-1.6228529013105175,2488,"GSS consci gap shape as a PROXY for the scientists-policy-role battery (no mounted source has that battery with race), further x0.8, FLAGGED",True
race,Hispanic / Latino,inst_trust_mean,-1.3292164576556504,2488,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=2488]",True
race,Hispanic / Latino,belief_post,3.861163755220232,1242,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Belief_Pre",True
race,Hispanic / Latino,concern_mean,8.451326102192523,1239,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Concern_Pre",True
race,Hispanic / Latino,policy_general,7.952152612917243,1244,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Policies_Pre_3",True
race,Hispanic / Latino,policy_specific_mean,2.9346304816372113,1239,"voelkel2026 PRE (pre-treatment, all arms n=13,821), PoliciesSp_Pre",True
race,Hispanic / Latino,behavior_mean,4.199750483784007,1242,"voelkel2026 PRE (pre-treatment, all arms n=13,821), IntentNp_Pre",True
race,Hispanic / Latino,donation_ams,0.4377703933925676,1180,"voelkel2026 Donation (100-cent allocation) shape, converted pp->$ (/10)",True
race,Hispanic / Latino,newsletter_signup,0.02188851966962838,1180,"voelkel2026 Donation (100-cent allocation) shape, as a signup-rate proxy, halved - DECLARED",True
race,Asian / Asian American,trust_multidimensional,6.012917693839631,376,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=376]",True
race,Asian / Asian American,trust_post,6.012917693839631,376,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=376]",True
race,Asian / Asian American,distrust_post,-6.012917693839631,376,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor ; SIGN FLIPPED (reverse-valenced) [waves w100+w114, n=376]",True
race,Asian / Asian American,funding_perceptions,7.107048203539634,464,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor ; CCAM has no Asian cell - 'Other, non-Hispanic' reused, FLAGGED",True
race,Asian / Asian American,policy_role_mean,1.901407205102268,676,"GSS consci gap shape as a PROXY for the scientists-policy-role battery (no mounted source has that battery with race), further x0.8, FLAGGED",True
race,Asian / Asian American,inst_trust_mean,6.012917693839631,376,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=376]",True
race,Asian / Asian American,belief_post,7.776672431598469,777,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Belief_Pre",True
race,Asian / Asian American,concern_mean,8.8693597813873,776,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Concern_Pre",True
race,Asian / Asian American,policy_general,9.355145408192993,777,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Policies_Pre_3",True
race,Asian / Asian American,policy_specific_mean,6.421856392231082,775,"voelkel2026 PRE (pre-treatment, all arms n=13,821), PoliciesSp_Pre",True
race,Asian / Asian American,behavior_mean,5.94909854505311,776,"voelkel2026 PRE (pre-treatment, all arms n=13,821), IntentNp_Pre",True
race,Asian / Asian American,donation_ams,0.1416515227994611,737,"voelkel2026 Donation (100-cent allocation) shape, converted pp->$ (/10)",True
race,Asian / Asian American,newsletter_signup,0.007082576139973057,737,"voelkel2026 Donation (100-cent allocation) shape, as a signup-rate proxy, halved - DECLARED",True
race,Other,trust_multidimensional,-4.043395004154951,545,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=545]",True
race,Other,trust_post,-4.043395004154951,545,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=545]",True
race,Other,distrust_post,4.043395004154951,545,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor ; SIGN FLIPPED (reverse-valenced) [waves w100+w114, n=545]",True
race,Other,funding_perceptions,7.107048203539634,464,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
race,Other,policy_role_mean,1.901407205102268,676,"GSS consci gap shape as a PROXY for the scientists-policy-role battery (no mounted source has that battery with race), further x0.8, FLAGGED",True
race,Other,inst_trust_mean,-4.043395004154951,545,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=545]",True
race,Other,belief_post,2.2188081564197115,283,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Belief_Pre",True
race,Other,concern_mean,-0.06566535430903464,283,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Concern_Pre",True
race,Other,policy_general,0.008769249095988219,283,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Policies_Pre_3",True
race,Other,policy_specific_mean,1.5760317028431858,283,"voelkel2026 PRE (pre-treatment, all arms n=13,821), PoliciesSp_Pre",True
race,Other,behavior_mean,2.5755473386611087,283,"voelkel2026 PRE (pre-treatment, all arms n=13,821), IntentNp_Pre",True
race,Other,donation_ams,-0.30131861593603637,258,"voelkel2026 Donation (100-cent allocation) shape, converted pp->$ (/10)",True
race,Other,newsletter_signup,-0.015065930796801817,258,"voelkel2026 Donation (100-cent allocation) shape, as a signup-rate proxy, halved - DECLARED",True
education,Less than high school,trust_multidimensional,-3.617013774373017,160,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=160]",True
education,Less than high school,trust_post,-3.617013774373017,160,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=160]",True
education,Less than high school,distrust_post,3.617013774373017,160,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor ; SIGN FLIPPED (reverse-valenced) [waves w114, n=160]",True
education,Less than high school,funding_perceptions,-2.6615347898476704,377,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
education,Less than high school,policy_role_mean,-2.2275344687005467,2559,"TISP US NORMPERC by DEM_EDU collapsed to higher-education vs not (TISP has only 4 coarse levels); the same offset is given to all three levels within each group, FLAGGED",True
education,Less than high school,inst_trust_mean,-3.617013774373017,160,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=160]",True
education,Less than high school,belief_post,-2.337682630044865,499,"CCAM 2021-2024 weighted, cause_recoded rescaled, x0.8 gap factor",True
education,Less than high school,concern_mean,-0.07695607769622873,505,"CCAM 2021-2024 weighted, worry rescaled, x0.8 gap factor",True
education,Less than high school,policy_general,0.9615071997522042,502,"CCAM 2021-2024 weighted, priority rescaled, x0.8 gap factor",True
education,Less than high school,policy_specific_mean,-0.43901117075929125,440,"CCAM 2021-2024 weighted, reg_CO2_pollutant rescaled, x0.8 gap factor",True
education,Less than high school,behavior_mean,-5.686593879746568,504,"CCAM 2021-2024 weighted, discuss_GW rescaled, x0.8 gap factor",True
education,Less than high school,donation_ams,0.10904913421244322,60,"goldwert2026 control arm (finishers), donation ; Less than high school not observed - High school diploma / GED reused, FLAGGED",True
education,Less than high school,newsletter_signup,0.02001983606999354,61,"goldwert2026 control arm (finishers), newsletter1 ; Less than high school not observed - High school diploma / GED reused, FLAGGED",True
education,High school diploma / GED,trust_multidimensional,-4.018544409407259,795,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=795]",True
education,High school diploma / GED,trust_post,-4.018544409407259,795,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=795]",True
education,High school diploma / GED,distrust_post,4.018544409407259,795,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor ; SIGN FLIPPED (reverse-valenced) [waves w114, n=795]",True
education,High school diploma / GED,funding_perceptions,-3.769551321552675,1563,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
education,High school diploma / GED,policy_role_mean,-2.2275344687005467,2559,"TISP US NORMPERC by DEM_EDU collapsed to higher-education vs not (TISP has only 4 coarse levels); the same offset is given to all three levels within each group, FLAGGED",True
education,High school diploma / GED,inst_trust_mean,-4.018544409407259,795,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=795]",True
education,High school diploma / GED,belief_post,-6.136413295895743,2057,"CCAM 2021-2024 weighted, cause_recoded rescaled, x0.8 gap factor",True
education,High school diploma / GED,concern_mean,-4.65178098783254,2111,"CCAM 2021-2024 weighted, worry rescaled, x0.8 gap factor",True
education,High school diploma / GED,policy_general,-3.696469756421736,2103,"CCAM 2021-2024 weighted, priority rescaled, x0.8 gap factor",True
education,High school diploma / GED,policy_specific_mean,-2.706651234290708,1832,"CCAM 2021-2024 weighted, reg_CO2_pollutant rescaled, x0.8 gap factor",True
education,High school diploma / GED,behavior_mean,-6.641083053229355,2112,"CCAM 2021-2024 weighted, discuss_GW rescaled, x0.8 gap factor",True
education,High school diploma / GED,donation_ams,0.10904913421244322,60,"goldwert2026 control arm (finishers), donation",True
education,High school diploma / GED,newsletter_signup,0.02001983606999354,61,"goldwert2026 control arm (finishers), newsletter1",True
education,Some college or Associate's degree,trust_multidimensional,-0.6571266739755868,1725,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=1725]",True
education,Some college or Associate's degree,trust_post,-0.6571266739755868,1725,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=1725]",True
education,Some college or Associate's degree,distrust_post,0.6571266739755868,1725,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor ; SIGN FLIPPED (reverse-valenced) [waves w114, n=1725]",True
education,Some college or Associate's degree,funding_perceptions,-1.8883770383310352,1703,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
education,Some college or Associate's degree,policy_role_mean,-2.2275344687005467,2559,"TISP US NORMPERC by DEM_EDU collapsed to higher-education vs not (TISP has only 4 coarse levels); the same offset is given to all three levels within each group, FLAGGED",True
education,Some college or Associate's degree,inst_trust_mean,-0.6571266739755868,1725,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=1725]",True
education,Some college or Associate's degree,belief_post,-2.7728574112053406,2215,"CCAM 2021-2024 weighted, cause_recoded rescaled, x0.8 gap factor",True
education,Some college or Associate's degree,concern_mean,-2.5105454536303107,2260,"CCAM 2021-2024 weighted, worry rescaled, x0.8 gap factor",True
education,Some college or Associate's degree,policy_general,-2.356278407057935,2257,"CCAM 2021-2024 weighted, priority rescaled, x0.8 gap factor",True
education,Some college or Associate's degree,policy_specific_mean,-1.7447414556831082,1956,"CCAM 2021-2024 weighted, reg_CO2_pollutant rescaled, x0.8 gap factor",True
education,Some college or Associate's degree,behavior_mean,-0.8847012123490685,2259,"CCAM 2021-2024 weighted, discuss_GW rescaled, x0.8 gap factor",True
